StudentID,OrderedCourseSequence
STNR018630,"['62600', '41533', '41781', '62603', '41533', '41781', '62683', '62694', '41534', '41534', '62603', '62694', '41533', '41786', '62799', '41784', '62646', '62657', '62694', '62697', '62770', '62699', '62646', '62603', '62770', '62904', '62694', '62999', '41812', '1035', '62904', '62626', '46000', '41534', '62694', '62770', 'S62-05-1', '41812', 'DE62-20', 'PRA62-30']"
STNR018631,"['41502', '42415', '2633', '41659', '41312', '41511', '41801', '31373', '41560', '41612', '41812', '31300', '42610', 'B11-20', '42610', '41083', '41635', '42490', '42429', '41515', '41628', '31383', '42090', '41512', '41514', '2431']"
STNR018632,"['41782', '41681', '1901', '62675', '62146', '62145', '62699', '41781', '1920', '41533', '62646', '62603', '1920', '62770', '62904', '1901', '41533', '41781', '62603', '62799', '62770', '62904', '41784', '62683', '1901', '41534', '62657', '41786', '62683', '41533', '62626', '62662', '62999', '62603', '41812']"
STNR018633,"['41000', '41713', '41501', '1005', '10022', '2403', '41603', '42406', '41312', '41502', '2633', '41202', '41659', '31373', '41801', '41342', '42611', '41612', '41812', '41511', 'B41-20', '41564', '26028', '1035', '41808', '41635', '41083', '41317', '41514', '2431']"
STNR018634,"['28242', '28420', '28530', '28233', '28423', '28350', '28864', '28434', '28345', '42504']"
STNR018635,"['26271', 'PRA28-30', '42435', '28322', '1035', '28852', '42430', '28352', '2323', '28342', 'DE62-20', '28415', '28350', '47301', '28242', '28420', '42490', '28233', '42433', '28443']"
STNR018636,"['28855', '42490', '28434', '42429', '28852', '27246', '28315', '28310', '28361', '28350', '28345', '28346', '28315', '28361', '23522', '27246', '28315', '28361', '28271', 'E28-32', '28361']"
STNR018637,"['2601', '1025', '26222', '26010', '2402', '28160', '28020', '10020', '26245', '26231', 'B28-20', '28221', '42610', '28242', '28420', '28530', '28233', '28831', '28361', '28350', '41316', '28244', '42490', '2619', '28451', '28443']"
STNR018638,"['26436', '28852', '27246', '26436', '28831', '28871', '28361', '28350', '28855', '27246', '28310', '28864', '28451', '28361', '28443', '28315']"
STNR018639,"['28850', '28247', '27303', '28350', '28345', '36617', '28855', '27220', '27324', '27102', '22233', '27230', '22117', '27230', '27220', '22230']"
STNR018640,"['28350', '28420', '28242', '28233-2', '28530', '26510', '28423', '28361', '28434', '28231', '28242', 'E28-32']"
STNR018641,"['42281', '28420', '28480', '28455', '28443', '28350', '28345']"
STNR018642,"['42281', '28420', '28852', '28480', '28455', '28443', '28350']"
STNR018643,"['28242', '28420', '28530', '28233', '28451', '28350', '28864', '28434', '28345', '42504']"
STNR018644,"['42085', '28244', '28420', '28852', '28480', '28451', '28361', '28350', '2633']"
STNR018645,"['28361', '28361', '28350', '28850', '28855', '28852', '26436', '27246', '28310', '26436', '26510', '23258', '42490', '26125', '27455', '27455']"
STNR018646,"['28885', '28216', '28361', '28443', '28271', '28244', '28420', '28852', '28530', '28423', '28350', '28434']"
STNR018647,"['1035', '26222', '26010', '27022', '28160', '28020', '28221', '10020', '2403', '28125', 'B28-20', '42610', '28242', '28420', '28530', '28233', '28831', '28361', '28350', '28443', '47301', '28244', '42490', '28315', '28852', 'E28-32']"
STNR018648,"['28242', '28872', '28530', '28480', '28350', '28434', '28345', '28871']"
STNR018649,"['28415', '28423', '42490', '28350', '28231']"
STNR018650,"['28242', '28420', '2633', '28455', '28361', '28350', '28434', '12331']"
STNR018651,"['28242', '28420', '28872', '28864-1', '28530', '28871', '28350', '42490', '28214', '42372', '41736', '28213', '41736', '28212', 'E28-32']"
STNR018652,"['28443', '28350', '28864', '28434', '27455', '23531']"
STNR018653,"['1035', '26222', '26010', '27008', '28160', '28020', '10020', '2633', '28121-1', '2402', '26411', '28140', '42610', '28150', '26010', '27022', '26428', '28221', '26411', '28140', '27022', '26428', '28140', 'B28-20', '42490', '26317', '28350', '28345', '28231', '26317']"
STNR018655,"['41000', '41713', '41501', '1005', '10022', '2403', '1037', '26028', '41312', '41603', '41814', '41502', '2633', '41659', '41511', '41401', '41801', '31373', '42611', '41564', 'B41-15', '2450', '2601', '42415', '31300', '41789', '41343']"
STNR018656,"['1035', '41502', '26000', '2633', '41501', '2601', '41401', '41801', '41402', '41344', '41814', '46440', '2601', '41651', '41342', '42610', '2402', '41560', 'B41-20', '41656']"
STNR018657,"['41502', '41814', '41263', '41271', '41659', '41401', '41801', '26027', '42610', 'B41-15', '41315', '41560', 'B41-15', '42490', '41343', '41216', '41525', '41221']"
STNR018658,"['1035', '41659', '27008', '41501', '41401', '41801', '31373', '24001', '42415', '2631', '42430', '41202', '41704', '46000', 'B41-20', '42611']"
STNR018659,"['41000', '26027', '41713', '41501', '1005', '10022', '2403', '1037', '41603', '41312', '41202', '41502', '41814', '2633', '41659', '41401', '46000', '41801', '41511', '41822', '2601', '42610', 'B41-15', '41320', '41129', '46300', '46200', '46310', '41317', '41514', '41315']"
STNR018660,"['41000', '41713', '41501', '1005', '10022', '1037', '41312', '41603', '42406', '41502', '2633', '2402', '26027', '41401', '41801', '42101', '2633', '42101', '42429', '47202', '42421', '42005', '42587', '41612', '42611', '41659', 'B41-15', '42415']"
STNR018661,"['41000', '10022', '41714', '41501', '1005', '2403', '10022', '41402', '42611', '41401', '41501', '1005', '2403', '1005', '41501']"
STNR018662,"['41000', '41659', '10022', '41714', '41501', '1005', '2403', '42406', '41312', '41603', '1035', '42611', '31300', '2633', '26027', '41401', '42101', '42415', '41801']"
STNR018663,"['41000', '10022', '41714', '41501', '1005', '2403', '42406', '41312', '41603', '1035', '42611', '31300', '2633', '41659', '26027', '41028', '41511', '41401', '41801']"
STNR018664,"['62603', '62799', '41534', '62699', '62770', '62694', '41202', '62904', '41270', '41784', '41786', '41534', '62657', '62614', '62657', '41819', '62626', '62694', 'DE62-20', '41263', 'PRA62-30', '62999', '41271', '62904']"
STNR018665,"['62603', '1901', '62799', '41534', '41533', '62699', '62645', '62694', '41202', '62904', '41270', '41784', '41786', '62603', 'PRA62-30', '62904', '62603', '41271', '41533', '1901', '62657', '42429', '62148', '1901', '31342', '41534', '62694', '41263', '41534', '62694', 'DE62-20', '62990', '25303', '25332', '25318', '25301']"
STNR018666,"['41502', '41263', '41271', '41659', '41511', '41801', '41822', '2402', '42543', 'B41-15', '42610', '42490', '42575', '42114', '42115', '42371', '42114', '42142', '42137', '42136', '42417', '42577', '42879', '42401', '42351', '42180', '42185', '42186']"
STNR018667,"['1901', '62675', '62145', '62146', '41533', '41781', '1920', '62645', '62145', '62603', '62603', '62904', '62770', '41534', '62694', '62145', '62699', '41202', '62799', '41784', '62657', '41270', '41280', '62145', '1035', '2601', '41263', '41271', '2601', '41786', '2601', 'PRA62-30', '62999']"
STNR018668,"['31241', '41111', '42490', '11466', '11404', '2450', '11117', '11129', '11022']"
STNR018669,"['11023', '11374', '11020', '11320', '11117', '42490', '42282', '11022', '11376', '42429']"
STNR018670,"['62317', '62318', '62328', '11767', '62327', '62261', '62263', '62269', '62271', '62270', '11764', '62273', '62279', 'PRA62-30', '62130', '11023', '11124', '11020', '62999', '62130', 'DE62-20', '11022']"
STNR018671,"['B11-15', '11020', '11563', '11320', '11331', '41214', '11050', '11563', '11465', '11353', '42433', '42490', '11022', 'E11-32']"
STNR018672,"['41010-2', '42011-1', '42021', '1005', '41020', '11951', '11911', '11954', '11937', '11342', '11953', '11952', '42270', '11767', '11035', '2631', '11343', '11955', '11968', '11311', '11957', '11353', '11022']"
STNR018673,"['1901', '62318', '62328', '11767', '62327', '62261', '1920', '41236', '62263', '62269', '62271', '62270', '11764', '62273', '62279', 'PRA62-30', '11023', '62297', '11020', '62999', '11022']"
STNR018674,"['11141', '11341', '11990', '11993', '11342', '11121', '11994', '1005', '2632', '11995', '11997', '1237', '11343', '1035', '26027', '10022', '11031', '11996', '42430', '42610', 'B11-20', '42281', '11112', '11034', '11900', '11222', '11127', '11022', '11080']"
STNR018675,"['11767', '62327', '62261', '1920', '41236', '62269', '62263', '62263', '62271', '62270', '62273', '11764', '62279', 'PRA62-30', '62130', '11023', '62999', '11020', '42415', 'DE62-20', '11022', '11022']"
STNR018676,"['PRA62-30', '62369', '11767', '11121', '11222', '11121', '11115', 'DE11-20', '11116', '42490', '11020', '42430', '42433', '11022', '11080', '11522']"
STNR018677,"['41236', '62337', '62335', '62330', '11767', '62259', '62255', '62257', '62250', 'PRA62-30', '62362', '1035', '11562', '62999', '11562', '11023', '11305', 'DE62-20', '11352', '11050', '11305', '11365', '11465', '11465', '11124', '11305', '2633', '11961', '11353', '11022', '11080']"
STNR018678,"['1920', '11951', '11911', '11953', '11952', '11946', '11937', '42991', '42429', '1920', '11951', '1237', '11035', '11955', '11911', '11953', '11342', '11946', '2631']"
STNR018679,"['1901', '11951', '11911', '11954', '11953', '11952', '1920', '11937', '42991', '1237', '2631', '11035']"
STNR018680,"['1901', '11951', '11911', '11954', '62299', '11953', '11952', '11946', '1920', '11937', '42991', '1237', '11035', '41051', '11955', '11956', '11342', '11968', '11957', '2631', '1037', '42372', '11305', '62999', 'PRA11-30', 'DE11-20', '41073', '11121']"
STNR018681,"['1901', '11951', '11911', '11954', '11953', '11952', '11946', '1920', '11937', '42991', '11946', '31241', '1237', '11035', '11142', '11955', '11956', '11121', '11968', '11957', 'PRA11-30', '62202', '2631', '11127', '62999', '11127', 'DE11-20', '11108', '11115', '62000', '42435', '11127', '11127']"
STNR018682,"['1901', '11951', '11911', '11954', '11953', '11952', '11946', '1920', '11937', '42991', '11112', '1237', '11035', '11142', '11955', '11956', '11946', '11968', '11957', '42922', '11112', '62074', '11203', '11010', 'PRA11-30', '11994', '62281', '31241', '62999', 'DE11-20']"
STNR018683,"['1901', '11951', '11911']"
STNR018684,"['1901', '11951', '11911', '11954', '62299', '11953', '11952', '11342', '1920', '11937', '42991', '1237', '11035', '11955', '11020', '11956', '11946', '11968', '11311', '11957', '1037', '11305', '11318', '62999', '11318', '11305', '11365', 'PRA11-30', '1037', '62282', 'DE11-20', '11305']"
STNR018685,"['1901', '11951', '11911', '11954', '11953', '11952', '11342', '1920', '11937', '42991']"
STNR018686,"['1901', '11951', '11911', '11954', '11953', '11952', '11342', '1920', '11937', '42991', '42415', '1237', '2631', '11035', '11955', '62202', '11956', '11946', '11968', '11957', '11522', '62999', '11142', '11900', 'PRA11-30', '2402', '11124', 'DE11-20']"
STNR018687,"['1901', '11951', '11911', '11954']"
STNR018688,"['1901', '11951', '11911', '11954', '11953', '11952', '11911', '11342', '1920', '11937', '42991', '11937', '62265', '41312', '1237', '11035', '11955', '11911', '11956', '11946', '11968', '42415', '11957', '11946', '42421', '11112', '1237', '62999', '11010', '41312', '62014', '62074', '62024', '11342', 'PRA11-30', '11342', '42415']"
STNR018689,"['1901', '11951', '11911', '11954', '62299', '11953', '11952', '11342', '1920', '11937', '42991', '11342', '1237', '2631', '11035', '11955', '11956', '11968', '11957', '2631', '11522', '62999', '11900', '11342', 'PRA11-30', '41051', '62096', '62626', '11034', '11010', '11342', 'DE11-20']"
STNR018690,"['1901', '11951', '11911', '11954', '11953', '11952', '11946', '42991', '1901', '1920', '11951', '11035', '11955', '11911', '11956', '11946', '11937', '11957', '42429', '62377', '41073', '11035', '62378', '11946', '11968', '42340', '62990', '1901', '1920', '11911', '41084', '11946', '42340']"
STNR018691,"['1901', '11951', '11911', '11954', '11953', '11952', '11946', '11911', '1920', '11937', '42991', '1920', '42429', '2101', '1237', '11035', '11955', '62378', '11956', '11968', '11957', '62618', '41073', '62999', '11911', 'PRA11-30', '41051', '2631', '42435', '11946', 'DE62-20']"
STNR018692,"['1901', '11951', '11911', '11954', '11953', '11952', '11946', '1920', '11937', '42991', '62265', '1237', '11035', '11955', '11911', '62276', '62277', '11956', '1920', '11968', '11957', '2632', '62389', '30532', '1237', '62999', '1920', 'PRA11-30', '42429', '62199', '1920', '12122']"
STNR018693,"['1901', '11951', '11911', '11954', '62299', '11953', '11952', '11342', '1920', '11937', '42991', '1237', '2631', '11035', '11955', '11956', '11946', '11968', '11311', '11957', '11305', '11343', '11318', '62999', '11010', '11343', 'PRA11-30', '11318', '62282', '11305', '11343', '11305', 'DE11-20']"
STNR018694,"['11951', '1901', '11911', '11954', '11953', '11342', '11937', '1920', '11952', '42270']"
STNR018695,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270']"
STNR018696,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1901', '1920', '11952', '42270', '11946']"
STNR018697,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270']"
STNR018698,"['11951', '1901', '11911', '11954', '11953', '11937', '11952', '42270']"
STNR018699,"['11951', '1901', '11911', '11954', '11953', '11342', '11937', '1920', '11952', '42270']"
STNR018700,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270']"
STNR018701,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270', '11937', '11946', '1901', '42429']"
STNR018702,"['11951', '1901', '11911', '11954', '11953', '11342', '11937', '1920', '11952', '42270']"
STNR018703,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270', '42429']"
STNR018704,"['11951', '11911', '11954', '11946', '11937', '11952', '42270']"
STNR018705,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270']"
STNR018706,"['11951', '1901', '11911', '11954', '11911', '11946', '11953', '11937', '1920', '11952', '42270', '11937']"
STNR018707,"['11951', '1901', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270']"
STNR018708,"['11951', '1901', '11911', '11954', '11911', '11953', '11937', '1920', '11952', '42270', '1901']"
STNR018709,"['62145', '1901', '62675', '62146', '41787', '1920', '62603', '11951', '11911', '11954', '11946', '11953', '11937', '1920', '11952', '42270', '42429']"
STNR018710,"['1901', '11951', '11911', '11954', '11953', '11342', '1920', '11937', '11952', '42270', '11112', '41051', '1237', '11955', '11035', '11946', '2692', '11968', '11957', '11956', '2692', '62281', '11124', '2692', '62999', 'PRA11-30', '1037']"
STNR018711,"['1901', '11951', '11911', '11954', '11953', '11946', '1920', '11937', '11952', '42270', '11112', '41051', '1237', '11955', '11035', '2692', '11127', '11968', '11957', '11956', '2692', '62281', '11124', '2692', '62999', 'PRA11-30', '1037']"
STNR018712,"['1901', '11951', '11911', '11954', '11953', '11946', '1920', '11937', '11952', '42270', '11112', '41051', '1237', '11955', '11035', '2631', '11968', '11957', '11956', '42372', '11142', '11203', '12132', '11112', '11121', '62999', '11522']"
STNR018713,"['1901', '11951', '11911', '11954', '11953', '11911', '11946', '1920', '11937', '11952', '42270', '42429', '11112', '1237', '11911', '11955', '11035', '62270', '11968', '11957', '11956', '11522', '41073', '11112', '1035', '62999', '2633', '1035', 'PRA11-30']"
STNR018714,"['1901', '11951', '11911', '11954', '11953', '11342', '1920', '11937', '11952', '42270', '11112', '1237', '11955', '11035', '11142', '11946', '11127', '11968', '11957', '11956', '11124', '2692', '62999', '42430', '2692', 'PRA11-30', '11522']"
STNR018715,"['1901', '11951', '11911', '11954', '11953', '11342', '1920', '11937', '11952', '42270', '11112', '41051', '1237', '11955', '11035', '11968', '11957', '11342', '11956', '2632', '42372', '11124', '12132', '11112', '11121', '62999', '2632']"
STNR018716,"['1901', '11951', '11911', '11954', '11953', '11911', '1920', '11937', '11952', '42270', '11767', '1237', '11955', '11035', '62297', '2631', '11968', '11957', '11342', '11956', '11342', '11318', '11305', '11343', '62999', 'PRA11-30', '1037']"
