Course,Prerequisites
11467,"11411.11463.11464.11465, Please take note that advanced
mechanics concepts are introduced and utilized in this course; that
is, it is best suited for students that naturally gravitate towards
analytic treatment. Coding ability is required for performing the
tasks."
62382,"The student must have passed 62331 BYG-2, 62333 BYG-PRO, 62341
INF-2, 62343 INF-PRO"
12813,"This course is only open for DTU students at the MSc
Environmental Engineering programme."
62615,"The first 2 year studies passed on an education equivalent to
DTU Diplom"
42505,38101/38103/41010/41051/41083/41603/41612/41635/42011/42022/42081/42430/42500/42501/42504/62004/62018/62008/62043/62999/PhD
12933,"The students must have sufficient command of written scientific
English. Evidence of English proficiency may be requested (e.g.
attestation of attendance to an English course or
equivalent)"
28917,"Masters level courses in thermodynamics, physical
chemistry."
28928,"MSc Chemical Engineering. Good knowledge of chemical
thermodynamics"
34150,34130/34140/34153
26925,"26444, DTU course Organic Chemistry 4 or
equivalent"
22233,"27002/27008.27026.25106eller lignende. , Basic knowledge
   of cell biology and molecular biology methods."
28904,"Polymer technology, physical chemistry and basic knowledge of
statistical physics."
12811,"This course is only open for DTU students enrolled on the BSc
Environmental Engineering programme."
31359,"Power electronics, control, analog and digital signal
processing, linear and nonlinear circuits, and
electromagnetism."
31324,31310
34344,"34330/34341/34350/34355, Participation in the course
   assumes that the participants has experience with software
   development in C/C++."
34059,34033/34053
34902,"Some knowledge on photonics – some projects might have
individual prerequisites (please contact the course responsible for
details)"
34360,"34342.34344, 34342 Teletraffic Engineering 34344
Modelling and simulation of communication networks and
protocols"
22234,"27002/27008.27026.25106eller lignende. , Basic knowledge
   of cell biology and molecular biology methods."
02624,"01035.02601, Experience with advanced
   engineering mathematics (e.g. 01035) and numerical computations
   (e.g., 02601)"
34019,10030
22507,"22506, The course requires extensive prior
MR knowledge corresponding to the end level of DTU course 22506
Medical Magnetic Resonance Imaging."
34801,"Some knowledge on telecommunication – some projects might have
individual prerequisites (please contact the course responsible for
details)"
29900,"Ph. D. –level students with a B.Sc. and/or M.Sc. degree in any
biological science or chemistry are eligible to apply."
27042,"(27002.­(27611/27622))/27633, Knowledge of cell structure, its
   biological function, subcomponents, biochemical and molecular
   processes (metabolism, RNA- and protein synthesis), structure of
   DNA, protein-coding genes, the standard genetic code, the
   primary (sequence), secondary (helices/coils), tertiary (3D) and
   quaternary (complex) structure of proteins. Basic knowledge and
   ability to apply bioinformatics methods and the knowledge to
   collect and process relevant biological data from large-scale
   databases."
24802,Immunology 101
33477,"The course will be made to fit your level of competence
(beginner, experienced, advanced)"
62016,"01901, Calculus and Algebra I or
equivalent."
31290,31200/31220/31265
27411,"02402, Understanding of statistical
thinking and methods. Understanding of random variation and of the
use of statistical models. Understanding of important statistical
principles for collection and analysis of data and methods for
model choice, estimation, testing and model verification. Handle a
number of elementary problems which occur frequently in engineering
practice and thus enabled to critically assess statistical
(empirical) investigations and references."
23711,"The student is expected to be familiar with basic engineering
concepts, both mathematical (e.g. solving algebraic equations,
variable changes) and physical (e.g. density, temperature); as well
as the use of spreadsheets."
02940,at least a B.Sc. in applied mathematics
27626,"27231/(27230.­27430).­27619.­27610, Elementary computer skills (i.e.
   locate files via command line etc.)"
41843,10022/62163.­41501/41533.­41714
27820,"A basic knowledge of microbiology and laboratory
techniques."
01236,01330/01125
62595,"(02312/02314.­62532).­62531.­02327.­02362.­02369.­62443, Knowledge of Java,
   object-oriented programming and basic understanding of
   multithreaded programming. Knowledge of network protocols,
   including TCP/IP and HTTP. The course 62443 can be followed in
   parallel with 62595."
62549,"62402.62432, Solid experience with at least
   one OO language like Java or C++"
62183,"It is an advantage if the student masters a mathematics level
corresponding to level B with a knowledge of differential equations
and masters a physics level corresponding to level
B."
02920,"Masters degree or equivalent in engineering, mathematics or
computer science. Proficiency in the use of Matlab or Python are
assumed. Some familiarity with CAD software such as Rhino would be
helpful."
25204,"62664/25205/25204/62054, Se dansk version"
28122,"28020.28022, Theoretical background in chemical
unit operations is necessary, for instance according to the
textbook of McCabe et al: Unit Operations of Chemical Engineering.
In addition ordinary university knowledge on inorganic, organic and
analytical chemistry, thermodynamics, physics and
matematics."
42717,"PhD student within technical subjects or industrial engineer
with relation to gas Profesional within the gas/ energy
industry"
41889,"Ability to work independently and systematically. Each research
project has in addition specific academic prerequisites."
11627,11121/02601.02101/02102
31930,"Some of the projects may have particular qualified
prerequisites."
02453,"02451, Elementary digital signal
processing"
31281,31200/31220/31265
31389,31388
31931,"Some of the projects may have particular qualified
prerequisites."
47322,"BSc degree in Chemistry and Technology, Physics and
Nanotechnology, General Engineering, Artificial intelligence and
Data, Mathematics and Technology or similar BSc degree."
31795,"Knowledge regarding advanced topics within electric power and
energy is expected. MSc students are only able to follow the course
after prior agreement with the course
responsible."
